folio,sign,ring,slot,n_slots_in_ring,clock,angle_deg,eva_label,eva_label_clean,figure_type,holds_star,central_sign_desc,confidence,image_file,notes
f72v2,Virgo,1,9,18,06:00,180.0,oteoyd,oteoyd,nymph-nude,1,single blue-clad maiden holding a star/attribute,high,f72v2_region.jpg,
f72v2,Virgo,1,10,18,06:30,195.0,yteody,yteody,nymph-nude,1,single blue-clad maiden holding a star/attribute,high,f72v2_region.jpg,
f72v2,Virgo,1,11,18,07:00,210.0,okeody,okeody,nymph-nude,1,single blue-clad maiden holding a star/attribute,high,f72v2_region.jpg,
f72v2,Virgo,1,12,18,08:00,240.0,okeoldy,okeoldy,nymph-nude,1,single blue-clad maiden holding a star/attribute,high,f72v2_region.jpg,
f72v2,Virgo,1,13,18,08:30,255.0,ykeeor,ykeeor,nymph-nude,1,single blue-clad maiden holding a star/attribute,high,f72v2_region.jpg,
f72v2,Virgo,1,14,18,09:00,270.0,opaiina[m:r],opaiinam,nymph-nude,1,single blue-clad maiden holding a star/attribute,high,f72v2_region.jpg,
f72v2,Virgo,1,15,18,09:30,285.0,cheoldy,cheoldy,nymph-nude,1,single blue-clad maiden holding a star/attribute,high,f72v2_region.jpg,
f72v2,Virgo,1,16,18,10:00,300.0,oeedey,oeedey,nymph-nude,1,single blue-clad maiden holding a star/attribute,high,f72v2_region.jpg,
f72v2,Virgo,1,17,18,11:00,330.0,oeeodaiin,oeeodaiin,nymph-nude,1,single blue-clad maiden holding a star/attribute,high,f72v2_region.jpg,
f72v2,Virgo,1,18,18,11:45,352.5,okeoram,okeoram,nymph-nude,1,single blue-clad maiden holding a star/attribute,high,f72v2_region.jpg,
f72v2,Virgo,2,1,12,00:30,15.0,oeedy,oeedy,nymph-nude,1,single blue-clad maiden holding a star/attribute,high,f72v2_region.jpg,
f72v2,Virgo,2,2,12,01:00,30.0,opalg<!nymph has no star>,opalg,nymph-nude,1,single blue-clad maiden holding a star/attribute,high,f72v2_region.jpg,
f72v2,Virgo,2,3,12,02:00,60.0,okeeom,okeeom,nymph-nude,1,single blue-clad maiden holding a star/attribute,high,f72v2_region.jpg,
f72v2,Virgo,2,4,12,03:00,90.0,olkar,olkar,nymph-nude,1,single blue-clad maiden holding a star/attribute,high,f72v2_region.jpg,
f72v2,Virgo,2,5,12,04:00,120.0,oeedaly<!nymph stands on barrel>,oeedaly,nymph-nude,1,single blue-clad maiden holding a star/attribute,high,f72v2_region.jpg,
f72v2,Virgo,2,6,12,05:00,150.0,cheosy,cheosy,nymph-nude,1,single blue-clad maiden holding a star/attribute,high,f72v2_region.jpg,
f72v2,Virgo,2,7,12,06:30,195.0,ofcheay,ofcheay,nymph-nude,1,single blue-clad maiden holding a star/attribute,high,f72v2_region.jpg,
f72v2,Virgo,2,8,12,07:30,225.0,yteedy,yteedy,nymph-nude,1,single blue-clad maiden holding a star/attribute,high,f72v2_region.jpg,
f72v2,Virgo,2,9,12,08:30,255.0,o[n:r]aiin,onaiin,nymph-nude,1,single blue-clad maiden holding a star/attribute,high,f72v2_region.jpg,
f72v2,Virgo,2,10,12,09:30,285.0,okeorar,okeorar,nymph-nude,1,single blue-clad maiden holding a star/attribute,high,f72v2_region.jpg,
f72v2,Virgo,2,11,12,10:30,315.0,okaiin[:y],okaiin,nymph-nude,1,single blue-clad maiden holding a star/attribute,high,f72v2_region.jpg,
f72v2,Virgo,2,12,12,11:30,345.0,ockhol,ockhol,nymph-nude,1,single blue-clad maiden holding a star/attribute,high,f72v2_region.jpg,
f72v3,Libra,1,1,18,00:00,0.0,okey,okey,nymph-nude,1,a beam balance / pair of scales (blue pans),high,f72v3_region.jpg,
f72v3,Libra,1,2,18,00:30,15.0,otcheody,otcheody,nymph-nude,1,a beam balance / pair of scales (blue pans),high,f72v3_region.jpg,
f72v3,Libra,1,3,18,01:00,30.0,okyeeshy,okyeeshy,nymph-nude,1,a beam balance / pair of scales (blue pans),high,f72v3_region.jpg,
f72v3,Libra,1,4,18,01:30,45.0,[{c'y}:??]ofaiin,ofaiin,nymph-nude,1,a beam balance / pair of scales (blue pans),high,f72v3_region.jpg,
f72v3,Libra,1,5,18,02:00,60.0,okaly,okaly,nymph-nude,1,a beam balance / pair of scales (blue pans),high,f72v3_region.jpg,
f72v3,Libra,1,6,18,02:45,82.5,ot[o:a]ly,otoly,nymph-nude,1,a beam balance / pair of scales (blue pans),high,f72v3_region.jpg,
f72v3,Libra,1,7,18,03:30,105.0,ofalals,ofalals,nymph-nude,1,a beam balance / pair of scales (blue pans),high,f72v3_region.jpg,
f72v3,Libra,1,8,18,04:00,120.0,sheeos.o{cfhh}y,sheeos.oy,nymph-nude,1,a beam balance / pair of scales (blue pans),high,f72v3_region.jpg,
f72v3,Libra,1,9,18,05:00,150.0,"daiin,chepy","daiin,chepy",nymph-nude,1,a beam balance / pair of scales (blue pans),high,f72v3_region.jpg,
f72v3,Libra,1,10,18,06:00,180.0,oteey.deeal,oteey.deeal,nymph-nude,1,a beam balance / pair of scales (blue pans),high,f72v3_region.jpg,
f72v3,Libra,1,11,18,07:00,210.0,chealpy,chealpy,nymph-nude,1,a beam balance / pair of scales (blue pans),high,f72v3_region.jpg,
f72v3,Libra,1,12,18,07:30,225.0,okeeol,okeeol,nymph-nude,1,a beam balance / pair of scales (blue pans),high,f72v3_region.jpg,
f72v3,Libra,1,13,18,08:30,255.0,okaly,okaly,nymph-nude,1,a beam balance / pair of scales (blue pans),high,f72v3_region.jpg,
f72v3,Libra,1,14,18,09:00,270.0,okaldy,okaldy,nymph-nude,1,a beam balance / pair of scales (blue pans),high,f72v3_region.jpg,
f72v3,Libra,1,15,18,09:30,285.0,okeolyd,okeolyd,nymph-nude,1,a beam balance / pair of scales (blue pans),high,f72v3_region.jpg,
f72v3,Libra,1,16,18,10:00,300.0,ocham,ocham,nymph-nude,1,a beam balance / pair of scales (blue pans),high,f72v3_region.jpg,
f72v3,Libra,1,17,18,11:00,330.0,orchey,orchey,nymph-nude,1,a beam balance / pair of scales (blue pans),high,f72v3_region.jpg,
f72v3,Libra,1,18,18,11:30,345.0,okam,okam,nymph-nude,1,a beam balance / pair of scales (blue pans),high,f72v3_region.jpg,
f72v3,Libra,2,1,12,00:30,15.0,ch{cthh}y,chy,nymph-nude,1,a beam balance / pair of scales (blue pans),high,f72v3_region.jpg,
f72v3,Libra,2,2,12,01:00,30.0,laly,laly,nymph-nude,1,a beam balance / pair of scales (blue pans),high,f72v3_region.jpg,
f72v3,Libra,2,3,12,02:00,60.0,oeedy,oeedy,nymph-nude,1,a beam balance / pair of scales (blue pans),high,f72v3_region.jpg,
f72v3,Libra,2,4,12,03:00,90.0,odairan,odairan,nymph-nude,1,a beam balance / pair of scales (blue pans),high,f72v3_region.jpg,
f72v3,Libra,2,5,12,04:00,120.0,okary,okary,nymph-nude,1,a beam balance / pair of scales (blue pans),high,f72v3_region.jpg,
f72v3,Libra,2,6,12,05:00,150.0,oeesaiin,oeesaiin,nymph-nude,1,a beam balance / pair of scales (blue pans),high,f72v3_region.jpg,
f72v3,Libra,2,7,12,06:30,195.0,oteesed,oteesed,nymph-nude,1,a beam balance / pair of scales (blue pans),high,f72v3_region.jpg,
f72v3,Libra,2,8,12,07:30,225.0,opal,opal,nymph-nude,1,a beam balance / pair of scales (blue pans),high,f72v3_region.jpg,
f72v3,Libra,2,9,12,08:30,255.0,otaly,otaly,nymph-nude,1,a beam balance / pair of scales (blue pans),high,f72v3_region.jpg,
f72v3,Libra,2,10,12,09:30,285.0,"otaly,yty","otaly,yty",nymph-nude,1,a beam balance / pair of scales (blue pans),high,f72v3_region.jpg,
f72v3,Libra,2,11,12,10:30,315.0,choleey,choleey,nymph-nude,1,a beam balance / pair of scales (blue pans),high,f72v3_region.jpg,
f72v3,Libra,2,12,12,11:30,345.0,oky,oky,nymph-nude,1,a beam balance / pair of scales (blue pans),high,f72v3_region.jpg,
f73r,Scorpio,1,1,4,00:30,15.0,otedy,otedy,nymph-nude,1,reptilian/scorpion-like creature (per sequence),med,canvas_1006206_full.jpg,
f73r,Scorpio,1,2,4,01:00,30.0,yteeody,yteeody,nymph-nude,1,reptilian/scorpion-like creature (per sequence),med,canvas_1006206_full.jpg,
f73r,Scorpio,1,3,4,11:15,337.5,otaly,otaly,nymph-nude,1,reptilian/scorpion-like creature (per sequence),med,canvas_1006206_full.jpg,
f73r,Scorpio,1,4,4,11:45,352.5,chockhy,chockhy,nymph-nude,1,reptilian/scorpion-like creature (per sequence),med,canvas_1006206_full.jpg,
f73r,Scorpio,2,1,16,00:00,0.0,oteedyl,oteedyl,nymph-nude,1,reptilian/scorpion-like creature (per sequence),med,canvas_1006206_full.jpg,
f73r,Scorpio,2,2,16,00:30,15.0,[y:o]keedy,ykeedy,nymph-nude,1,reptilian/scorpion-like creature (per sequence),med,canvas_1006206_full.jpg,
f73r,Scorpio,2,3,16,01:00,30.0,okeey,okeey,nymph-nude,1,reptilian/scorpion-like creature (per sequence),med,canvas_1006206_full.jpg,
f73r,Scorpio,2,4,16,02:00,60.0,okeedy,okeedy,nymph-nude,1,reptilian/scorpion-like creature (per sequence),med,canvas_1006206_full.jpg,
f73r,Scorpio,2,5,16,02:30,75.0,ykeeory,ykeeory,nymph-nude,1,reptilian/scorpion-like creature (per sequence),med,canvas_1006206_full.jpg,
f73r,Scorpio,2,6,16,03:30,105.0,oteeosy,oteeosy,nymph-nude,1,reptilian/scorpion-like creature (per sequence),med,canvas_1006206_full.jpg,
f73r,Scorpio,2,7,16,04:30,135.0,shekal,shekal,nymph-nude,1,reptilian/scorpion-like creature (per sequence),med,canvas_1006206_full.jpg,
f73r,Scorpio,2,8,16,05:30,165.0,oteedyy,oteedyy,nymph-nude,1,reptilian/scorpion-like creature (per sequence),med,canvas_1006206_full.jpg,
f73r,Scorpio,2,9,16,06:30,195.0,oked[a:o]l,okedal,nymph-nude,1,reptilian/scorpion-like creature (per sequence),med,canvas_1006206_full.jpg,
f73r,Scorpio,2,10,16,07:00,210.0,chdy,chdy,nymph-nude,1,reptilian/scorpion-like creature (per sequence),med,canvas_1006206_full.jpg,
f73r,Scorpio,2,11,16,08:00,240.0,dalshey,dalshey,nymph-nude,1,reptilian/scorpion-like creature (per sequence),med,canvas_1006206_full.jpg,
f73r,Scorpio,2,12,16,08:45,262.5,opaiin,opaiin,nymph-nude,1,reptilian/scorpion-like creature (per sequence),med,canvas_1006206_full.jpg,
f73r,Scorpio,2,13,16,09:30,285.0,okeos,okeos,nymph-nude,1,reptilian/scorpion-like creature (per sequence),med,canvas_1006206_full.jpg,
f73r,Scorpio,2,14,16,10:00,300.0,otey,otey,nymph-nude,1,reptilian/scorpion-like creature (per sequence),med,canvas_1006206_full.jpg,
f73r,Scorpio,2,15,16,11:00,330.0,otaly,otaly,nymph-nude,1,reptilian/scorpion-like creature (per sequence),med,canvas_1006206_full.jpg,
f73r,Scorpio,2,16,16,11:30,345.0,okeody,okeody,nymph-nude,1,reptilian/scorpion-like creature (per sequence),med,canvas_1006206_full.jpg,
f73r,Scorpio,3,1,10,01:00,30.0,okeeody,okeeody,nymph-nude,1,reptilian/scorpion-like creature (per sequence),med,canvas_1006206_full.jpg,
f73r,Scorpio,3,2,10,02:00,60.0,oyteedy,oyteedy,nymph-nude,1,reptilian/scorpion-like creature (per sequence),med,canvas_1006206_full.jpg,
f73r,Scorpio,3,3,10,03:00,90.0,oky,oky,nymph-nude,1,reptilian/scorpion-like creature (per sequence),med,canvas_1006206_full.jpg,
f73r,Scorpio,3,4,10,04:30,135.0,chefy,chefy,nymph-nude,1,reptilian/scorpion-like creature (per sequence),med,canvas_1006206_full.jpg,
f73r,Scorpio,3,5,10,06:00,180.0,otal,otal,nymph-nude,1,reptilian/scorpion-like creature (per sequence),med,canvas_1006206_full.jpg,
f73r,Scorpio,3,6,10,07:00,210.0,chek,chek,nymph-nude,1,reptilian/scorpion-like creature (per sequence),med,canvas_1006206_full.jpg,
f73r,Scorpio,3,7,10,08:30,255.0,ar,ar,nymph-nude,1,reptilian/scorpion-like creature (per sequence),med,canvas_1006206_full.jpg,
f73r,Scorpio,3,8,10,09:30,285.0,kar,kar,nymph-nude,1,reptilian/scorpion-like creature (per sequence),med,canvas_1006206_full.jpg,
f73r,Scorpio,3,9,10,10:30,315.0,okeeos,okeeos,nymph-nude,1,reptilian/scorpion-like creature (per sequence),med,canvas_1006206_full.jpg,
f73r,Scorpio,3,10,10,11:30,345.0,okary,okary,nymph-nude,1,reptilian/scorpion-like creature (per sequence),med,canvas_1006206_full.jpg,
f73v,Sagittarius,1,1,4,00:30,15.0,oteedy,oteedy,nymph-nude,1,blue-clad human crossbowman aiming,high,canvas_1006207_full.jpg,
f73v,Sagittarius,1,2,4,01:00,30.0,eeeody,eeeody,nymph-nude,1,blue-clad human crossbowman aiming,high,canvas_1006207_full.jpg,
f73v,Sagittarius,1,3,4,11:00,330.0,okol,okol,nymph-nude,1,blue-clad human crossbowman aiming,high,canvas_1006207_full.jpg,
f73v,Sagittarius,1,4,4,11:45,352.5,oteody,oteody,nymph-nude,1,blue-clad human crossbowman aiming,high,canvas_1006207_full.jpg,
f73v,Sagittarius,2,1,16,00:00,0.0,ee[r:n]y,eery,nymph-nude,1,blue-clad human crossbowman aiming,high,canvas_1006207_full.jpg,
f73v,Sagittarius,2,2,16,01:00,30.0,okeor,okeor,nymph-nude,1,blue-clad human crossbowman aiming,high,canvas_1006207_full.jpg,
f73v,Sagittarius,2,3,16,01:30,45.0,ofals,ofals,nymph-nude,1,blue-clad human crossbowman aiming,high,canvas_1006207_full.jpg,
f73v,Sagittarius,2,4,16,02:00,60.0,ykeody,ykeody,nymph-nude,1,blue-clad human crossbowman aiming,high,canvas_1006207_full.jpg,
f73v,Sagittarius,2,5,16,03:00,90.0,oteody,oteody,nymph-nude,1,blue-clad human crossbowman aiming,high,canvas_1006207_full.jpg,
f73v,Sagittarius,2,6,16,03:30,105.0,ypaiin,ypaiin,nymph-nude,1,blue-clad human crossbowman aiming,high,canvas_1006207_full.jpg,
f73v,Sagittarius,2,7,16,04:00,120.0,"yfaiin,y","yfaiin,y",nymph-nude,1,blue-clad human crossbowman aiming,high,canvas_1006207_full.jpg,
f73v,Sagittarius,2,8,16,05:00,150.0,ofcheesy,ofcheesy,nymph-nude,1,blue-clad human crossbowman aiming,high,canvas_1006207_full.jpg,
f73v,Sagittarius,2,9,16,06:00,180.0,oraiiny,oraiiny,nymph-nude,1,blue-clad human crossbowman aiming,high,canvas_1006207_full.jpg,
f73v,Sagittarius,2,10,16,07:00,210.0,ykeeody,ykeeody,nymph-nude,1,blue-clad human crossbowman aiming,high,canvas_1006207_full.jpg,
f73v,Sagittarius,2,11,16,07:30,225.0,okeos,okeos,nymph-nude,1,blue-clad human crossbowman aiming,high,canvas_1006207_full.jpg,
f73v,Sagittarius,2,12,16,08:30,255.0,ykeear,ykeear,nymph-nude,1,blue-clad human crossbowman aiming,high,canvas_1006207_full.jpg,
f73v,Sagittarius,2,13,16,09:00,270.0,qokeoly,qokeoly,nymph-nude,1,blue-clad human crossbowman aiming,high,canvas_1006207_full.jpg,
f73v,Sagittarius,2,14,16,10:00,300.0,okeody,okeody,nymph-nude,1,blue-clad human crossbowman aiming,high,canvas_1006207_full.jpg,
f73v,Sagittarius,2,15,16,10:30,315.0,sheol,sheol,nymph-nude,1,blue-clad human crossbowman aiming,high,canvas_1006207_full.jpg,
f73v,Sagittarius,2,16,16,11:30,345.0,odees,odees,nymph-nude,1,blue-clad human crossbowman aiming,high,canvas_1006207_full.jpg,
f73v,Sagittarius,3,1,10,01:00,30.0,oky,oky,nymph-nude,1,blue-clad human crossbowman aiming,high,canvas_1006207_full.jpg,
f73v,Sagittarius,3,2,10,02:00,60.0,oia?,oia,nymph-nude,1,blue-clad human crossbowman aiming,high,canvas_1006207_full.jpg,
f73v,Sagittarius,3,3,10,02:30,75.0,okal,okal,nymph-nude,1,blue-clad human crossbowman aiming,high,canvas_1006207_full.jpg,
f73v,Sagittarius,3,4,10,03:30,105.0,ykey,ykey,nymph-nude,1,blue-clad human crossbowman aiming,high,canvas_1006207_full.jpg,
f73v,Sagittarius,3,5,10,05:00,150.0,ykeee,ykeee,nymph-nude,1,blue-clad human crossbowman aiming,high,canvas_1006207_full.jpg,
f73v,Sagittarius,3,6,10,06:00,180.0,okeod,okeod,nymph-nude,1,blue-clad human crossbowman aiming,high,canvas_1006207_full.jpg,
f73v,Sagittarius,3,7,10,07:30,225.0,ykey,ykey,nymph-nude,1,blue-clad human crossbowman aiming,high,canvas_1006207_full.jpg,
f73v,Sagittarius,3,8,10,08:30,255.0,ypal,ypal,nymph-nude,1,blue-clad human crossbowman aiming,high,canvas_1006207_full.jpg,
f73v,Sagittarius,3,9,10,09:30,285.0,otedy,otedy,nymph-nude,1,blue-clad human crossbowman aiming,high,canvas_1006207_full.jpg,
f73v,Sagittarius,3,10,10,11:00,330.0,eeed,eeed,nymph-nude,1,blue-clad human crossbowman aiming,high,canvas_1006207_full.jpg,
